game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
13,Wednesday Apr 14,SDP,L,1,5,,5-Aug,3,2.5,Anderson,Musgrove,,3:27,N,5228,1.05,--,†@ PIT,Joe Musgrove†(R),Tyler Anderson†(L),L†-193,U†7.5
12,Tuesday Apr 13,SDP,L,4,8,,4-Aug,2,1.5,Stratton,Crismatt,,4:07,N,4814,1.13,-,†@ PIT,Blake Snell†(L),Chad Kuhl†(R),L†-240,O†7.5
11,Monday Apr 12,SDP,W,6,2,,3-Aug,2,0.5,Darvish,Oviedo,,3:04,N,4068,1.08,++++,†@ PIT,Yu Darvish†(R),Trevor Cahill†(R),W†-203,O†7.5
10,Sunday Apr 11,SDP,W,2,0,,3-Jul,2,1,Stammen,Foltynewicz,Melancon,3:16,D,26723,1.03,+++,†@ TEX,Adrian Morejon†(L),Mike Foltynewicz†(R),W†-166,U†9
9,Saturday Apr 10,SDP,W,7,4,,3-Jun,2,1,Weathers,Benjamin,Melancon,3:15,N,35856,0.98,++,†@ TEX,Chris Paddack†(R),Jordan Lyles†(R),W†-153,O†9
8,Friday Apr 9,SDP,W,3,0,,3-May,2,1,Musgrove,Arihara,,2:46,N,27575,0.95,+,†@ TEX,Joe Musgrove†(R),Kohei Arihara†(R),W†-190,U†9
7,Wednesday Apr 7,SDP,L,2,3,10,3-Apr,2,1,McGee,Hill,Peralta,3:21,D,10350,1.12,-,†SF,Blake Snell†(L),Kevin Gausman†(R),L†-146,U†7
6,Tuesday Apr 6,SDP,W,3,1,,2-Apr,2,1,Kela,Wisler,Melancon,2:53,N,10350,1.12,+,†SF,Yu Darvish†(R),Aaron Sanchez†(R),W†-180,U†7.5
5,Monday Apr 5,SDP,L,2,3,,2-Mar,2,1,Baragar,Stammen,McGee,3:35,N,10350,1.17,--,†SF,Adrian Morejon†(L),Anthony DeSclafani†(R),L†-152,U†8
4,Sunday Apr 4,SDP,L,1,3,,1-Mar,1,Tied,Widener,Paddack,Devenski,3:19,D,10350,1.16,-,†ARI,Chris Paddack†(R),Taylor Widener†(R),L†-198,U†9
3,Saturday Apr 3,SDP,W,7,0,,Mar-00,1,up 1.0,Musgrove,Smith,Weathers,2:58,N,10350,1.15,+++,†ARI,Joe Musgrove†(R),Caleb Smith†(L),W†-203,U†8.5
2,Friday Apr 2,SDP,W,4,2,,Feb-00,1,up 1.0,Pagan,Kelly,Melancon,3:53,N,10350,1.13,++,†ARI,Blake Snell†(L),Merrill Kelly†(R),W†-210,U†7.5
1,Thursday Apr 1,SDP,W,8,7,,Jan-00,1,Tied,Pagan,Young,Melancon,3:26,D,10350,1.07,+,†ARI,Yu Darvish†(R),Madison Bumgarner†(L),W†-229,O†8.5
