game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
85,Monday Jul 1,CHC,L,5,18,,45-40,2,1,Williams,Alzolay,,3:15,N,17772,1.65,--, @ PIT,Adbert Alzolay (R),Trevor Williams (R),L -127,O 9.5
84,Sunday Jun 30,CHC,L,6,8,,45-39,1,Tied,DeSclafani,Lester,Iglesias,3:20,D,31165,1.65,-, @ CIN,Jon Lester (L),Anthony DeSclafani (R),L -117,O 10.5
83,Saturday Jun 29,CHC,W,6,0,,45-38,1,up 1.0,Quintana,Castillo,,3:00,D,41360,1.63,+, @ CIN,Jose Quintana (L),Luis Castillo (R),W 111,U 9.5
82,Friday Jun 28,CHC,L,3,6,,44-38,1,up 1.0,Gray,Hamels,Lorenzen,3:12,N,36919,1.58,-, @ CIN,Cole Hamels (L),Sonny Gray (R),L -123,U 9.5
81,Thursday Jun 27,CHC,W,9,7,,44-37,1,up 1.0,Chatwood,Tomlin,Kimbrel,3:02,D,39823,1.52,+, ATL,Tyler Chatwood (R),Bryse Wilson (R),W -109,O 10.5
80,Wednesday Jun 26,CHC,L,3,5,,43-37,1,up 1.0,Keuchel,Darvish,Minter,3:02,N,38017,1.49,--, ATL,Yu Darvish (R),Dallas Keuchel (L),L -125,U 9.5
79,Tuesday Jun 25,CHC,L,2,3,,43-36,1,up 1.0,Fried,Montgomery,Jackson,2:59,N,37333,1.54,-, ATL,Adbert Alzolay (R),Max Fried (L),L -102,U 12
78,Monday Jun 24,CHC,W,8,3,,43-35,1,up 1.0,Lester,Teheran,,3:01,N,37603,1.47,++, ATL,Jon Lester (L),Julio Teheran (R),W -135,U 12
77,Sunday Jun 23,CHC,W,5,3,,42-35,1,up 0.5,Cishek,Lugo,Strop,2:49,D,39077,1.48,+, NYM,Cole Hamels (L),Jacob deGrom (R),W -105,U 8.5
76,Saturday Jun 22,CHC,L,2,10,,41-35,1,up 0.5,Wheeler,Quintana,,3:01,D,41106,1.47,--, NYM,Jose Quintana (L),Zack Wheeler (R),L -126,O 8.5
