game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
47,Friday May 17,MIL,L,8,12,,27-20,2,1.5,Fried,Chacin,Jackson,3:25,N,36222,1.29,-, @ ATL,Jhoulys Chacin (R),Max Fried (L),L 116,O 9
46,Thursday May 16,MIL,W,11,3,,27-19,2,0.5,Davies,Eflin,,3:18,D,38346,1.25,+++, @ PHI,Zach Davies (R),Zach Eflin (R),W 114,O 9
45,Wednesday May 15,MIL,W,5,2,,26-19,2,1.5,Gonzalez,Arrieta,Hader,3:20,N,28129,1.21,++, @ PHI,Gio Gonzalez (L),Jake Arrieta (R),W 113,U 9
44,Tuesday May 14,MIL,W,6,1,,25-19,2,2.5,Woodruff,Eickhoff,,3:11,N,31533,1.18,+, @ PHI,Brandon Woodruff (R),Jerad Eickhoff (R),W -112,U 8
43,Monday May 13,MIL,L,4,7,,24-19,2,2.5,Morgan,Albers,Neshek,3:57,N,26169,1.23,---, @ PHI,Freddy Peralta (R),Aaron Nola (R),L 138,O 8
42,Sunday May 12,MIL,L,1,4,,24-18,2,2,Lester,Chacin,Cishek,2:55,N,37267,1.49,--, @ CHC,Jhoulys Chacin (R),Jon Lester (L),L 106,U 7.5
41,Saturday May 11,MIL,L-wo,1,2,15,24-17,2,1,Chatwood,Smith,,4:56,D,39598,1.54,-, @ CHC,Zach Davies (R),Cole Hamels (L),L 109,U 7.5
40,Friday May 10,MIL,W,7,0,,24-16,1,Tied,Gonzalez,Quintana,,3:18,D,37870,1.48,+++++++, @ CHC,Gio Gonzalez (L),Jose Quintana (L),W 113,U 7.5
39,Wednesday May 8,MIL,W,7,3,,23-16,2,0.5,Woodruff,Hellickson,Hader,3:24,D,30333,1.18,++++++, WAS,Brandon Woodruff (R),Jeremy Hellickson (R),W -191,O 8.5
38,Tuesday May 7,MIL,W,6,0,,22-16,2,0.5,Peralta,Strasburg,,3:00,N,31023,1.13,+++++, WAS,Adrian Houser (R),Stephen Strasburg (R),W -114,U 8
37,Monday May 6,MIL,W,5,3,,21-16,3,1,Claudio,Jennings,Guerra,3:33,N,29299,1.09,++++, WAS,Jhoulys Chacin (R),Max Scherzer (R),W -109,O 7.5
36,Sunday May 5,MIL,W,3,2,,20-16,3,1.5,Davies,Vargas,Hader,2:39,D,36016,1.03,+++, NYM,Zach Davies (R),Jason Vargas (L),W -161,U 9
35,Saturday May 4,MIL,W-wo,4,3,18,19-16,3,2,Williams,Flexen,,5:22,N,39565,1,++, NYM,Gio Gonzalez (L),Zack Wheeler (R),W -118,U 9
34,Friday May 3,MIL,W,3,1,,18-16,3,3,Woodruff,Matz,Hader,3:01,N,32550,0.97,+, NYM,Brandon Woodruff (R),Steven Matz (L),W -124,U 8.5
33,Thursday May 2,MIL,L,6,11,,17-16,3,4,Gray,Peralta,,3:24,D,21319,1.03,--, COL,Freddy Peralta (R),Jon Gray (R),L -115,O 8.5
32,Wednesday May 1,MIL,L,4,11,,17-15,3,4,Estevez,Burnes,,3:44,N,28780,1.08,-, COL,Jacob Barnes (R),Antonio Senzatela (R),L -145,O 8.5
31,Tuesday Apr 30,MIL,W,4,3,,17-14,2,3,Chacin,Marquez,Hader,2:22,N,25673,1.06,++, COL,Jhoulys Chacin (R),German Marquez (R),W -102,U 8.5
30,Monday Apr 29,MIL,W,5,1,,16-14,2,3,Davies,Freeland,,2:38,N,23356,1.05,+, COL,Zach Davies (R),Kyle Freeland (L),W -106,U 8.5
29,Sunday Apr 28,MIL,L,2,5,,15-14,3,3,Matz,Barnes,Diaz,2:52,D,25756,1.08,-, @ NYM,Gio Gonzalez (L),Steven Matz (L),L 114,U 8
28,Saturday Apr 27,MIL,W,8,6,,15-13,2,2,Woodruff,Syndergaard,Hader,3:57,N,40610,1.05,++, @ NYM,Brandon Woodruff (R),Noah Syndergaard (R),W 121,O 7.5
27,Friday Apr 26,MIL,W,10,2,,14-13,2,2,Albers,deGrom,,3:20,N,28131,0.98,+, @ NYM,Chase Anderson (R),Jacob deGrom (R),W 155,O 7
26,Wednesday Apr 24,MIL,L,2,5,,13-13,4,3,Wainwright,Chacin,Hicks,2:51,D,36878,1.14,----, @ STL,Jhoulys Chacin (R),Adam Wainwright (R),L 117,U 8
25,Tuesday Apr 23,MIL,L,3,4,,13-12,3,2,Miller,Wilson,Hicks,3:00,N,38474,1.22,---, @ STL,Zach Davies (R),Daniel Ponce de Leon (R),L 107,U 9
24,Monday Apr 22,MIL,L,5,13,,13-11,3,1,Flaherty,Houser,,3:12,N,35819,1.26,--, @ STL,Adrian Houser (R),Jack Flaherty (R),L 133,O 8.5
23,Sunday Apr 21,MIL,L,5,6,,13-10,2,1,Jansen,Hader,,3:13,D,32054,1.13,-, LAD,Brandon Woodruff (R),Clayton Kershaw (L),L 119,O 8
22,Saturday Apr 20,MIL,W,5,0,,13-9,2,1,Anderson,Ryu,,2:51,N,40402,1.1,+, LAD,Chase Anderson (R),Hyun Jin Ryu (L),W 112,U 9
21,Friday Apr 19,MIL,L,3,5,,9-Dec,2,1,Baez,Hader,Jansen,3:47,N,36776,1.12,---, LAD,Jhoulys Chacin (R),Ross Stripling (R),L 105,U 9.5
20,Thursday Apr 18,MIL,L,1,3,,8-Dec,1,Tied,Urias,Albers,Jansen,3:02,N,33281,1.14,--, LAD,Zach Davies (R),Julio Urias (L),L -106,U 9.5
19,Wednesday Apr 17,MIL,L,3,6,,7-Dec,1,up 0.5,Wacha,Burnes,Hicks,2:55,D,29817,1.38,-, STL,Corbin Burnes (R),Michael Wacha (R),L -133,U 10
18,Tuesday Apr 16,MIL,W,8,4,,6-Dec,1,up 1.5,Woodruff,Flaherty,,3:13,N,30260,1.38,++, STL,Brandon Woodruff (R),Jack Flaherty (R),W -118,O 9
17,Monday Apr 15,MIL,W,10,7,,6-Nov,1,up 1.5,Guerra,Mayers,,3:51,N,28199,1.36,+, STL,Freddy Peralta (R),Dakota Hudson (R),W -139,O 9.5
16,Sunday Apr 14,MIL,L,1,7,,6-Oct,1,up 0.5,Stripling,Chacin,,2:34,D,45235,1.17,-, @ LAD,Jhoulys Chacin (R),Ross Stripling (R),L 130,U 9
15,Saturday Apr 13,MIL,W,4,1,,5-Oct,1,up 1.5,Davies,Ferguson,Guerra,2:54,N,53922,1.15,++, @ LAD,Zach Davies (R),Caleb Ferguson (L),W 130,U 9
14,Friday Apr 12,MIL,W,8,5,,5-Sep,1,up 0.5,Albers,Urias,,3:54,N,43643,1.14,+, @ LAD,Corbin Burnes (R),Julio Urias (L),W 143,O 8.5
13,Wednesday Apr 10,MIL,L,2,4,,5-Aug,1,up 0.5,Barria,Woodruff,Robles,3:00,N,34446,1.13,---, @ LAA,Brandon Woodruff (R),Felix Pena (R),L -170,U 8
12,Tuesday Apr 9,MIL,L,8,11,,4-Aug,1,up 1.5,Bedrosian,Claudio,Allen,3:50,N,28793,1.15,--, @ LAA,Freddy Peralta (R),Matt Harvey (R),L -136,O 8.5
11,Monday Apr 8,MIL,L,2,5,,3-Aug,1,up 2.0,Cahill,Chacin,Allen,2:40,N,28571,1.14,-, @ LAA,Jhoulys Chacin (R),Trevor Cahill (R),L -104,U 9
10,Sunday Apr 7,MIL,W,4,2,,2-Aug,1,up 2.0,Davies,Hendricks,Hader,3:04,D,40322,1.31,+, CHC,Zach Davies (R),Kyle Hendricks (R),W -105,U 9
9,Saturday Apr 6,MIL,L,8,14,,2-Jul,1,up 2.0,Hamels,Burnes,,3:54,N,42790,1.29,-, CHC,Corbin Burnes (R),Cole Hamels (L),L -129,O 8.5
8,Friday Apr 5,MIL,W,13,10,,1-Jul,1,up 3.0,Anderson,Quintana,,3:36,N,34926,1.28,++++++, CHC,Brandon Woodruff (R),Jose Quintana (L),W -127,O 8.5
7,Wednesday Apr 3,MIL,W,1,0,,1-Jun,1,up 2.5,Peralta,Castillo,Wilson,2:33,D,13439,1.24,+++++, @ CIN,Freddy Peralta (R),Luis Castillo (R),W 107,U 8.5
6,Tuesday Apr 2,MIL,W,4,3,,1-May,1,up 2.5,Chacin,Duke,Hader,3:07,N,10195,1.23,++++, @ CIN,Jhoulys Chacin (R),Anthony DeSclafani (R),W -109,U 9
5,Monday Apr 1,MIL,W,4,3,,1-Apr,1,up 2.0,Wilson,Iglesias,Hader,3:31,N,7799,1.2,+++, @ CIN,Zach Davies (R),Tanner Roark (R),W -112,U 8.5
4,Sunday Mar 31,MIL,W-wo,5,4,,1-Mar,1,up 1.0,Barnes,Hicks,,2:54,D,35042,1.09,++, STL,Corbin Burnes (R),Michael Wacha (R),W -108,P 9
3,Saturday Mar 30,MIL,W,4,2,,1-Feb,1,Tied,Woodruff,Hudson,Hader,3:07,N,36655,1.05,+, STL,Brandon Woodruff (R),Dakota Hudson (R),W -130,U 9
